qname	rname	start_outer_1based	end_outer_1based	flag	qual_sum	real_len	mapq	cigar	category
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:15773:2344c	Y	2660546	2660612	0	4020	67	37	67M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2215:10936:30401	Y	2660628	2660665	0	2271	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2205:1485:37139	Y	2661234	2661284	0	3060	51	25	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2108:4035:4968	Y	2661812	2661861	0	2420	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:15597:15661c	Y	2662647	2662698	0	3120	52	37	52M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:18818:99714	Y	2662647	2662700	0	3177	53	37	45M1D8M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:19425:21569c	Y	2663158	2663192	0	2100	35	37	35M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:17222:8431	Y	2664220	2664277	0	3480	58	37	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2202:1411:77312	Y	2680391	2680443	0	3060	51	37	37M2D14M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:9787:8401c	Y	2681976	2682019	0	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:14053:60311c	Y	2682086	2682139	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1114:2287:43666	Y	2682859	2682933	0	4500	75	37	75M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:14914:25033	Y	2683553	2683596	0	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:16492:23382	Y	2686692	2686741	0	3000	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1204:2958:98417c	Y	2692809	2692894	0	5040	86	37	86M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:18549:37736	Y	2696080	2696133	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1201:2014:67017	Y	2697829	2697869	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12421:92740c	Y	2698026	2698071	0	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1206:15330:55198c	Y	2707532	2707582	0	3060	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10574:83992c	Y	2707532	2707583	0	3120	52	37	52M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:6760:64967	Y	2708956	2709041	0	4581	86	25	86M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2111:14287:16222	Y	2708956	2709071	0	5253	116	37	116M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2109:19659:73586	Y	2708956	2709073	0	5343	118	37	118M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:1649:33917c	Y	2710267	2710307	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12864:3154c	Y	2712788	2712828	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2106:4164:70168	Y	2714064	2714148	0	3818	85	37	85M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11807:58869c	Y	2714663	2714706	0	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13703:67825c	Y	2715394	2715448	0	3300	55	37	55M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2206:2935:9294	Y	2717498	2717549	0	3179	53	37	45M1I7M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10146:50664c	Y	2719494	2719553	0	3600	60	25	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:17359:84286	Y	2728198	2728242	0	2700	45	25	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2201:16139:63328	Y	2728871	2728913	0	2580	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2114:1588:80875	Y	2731441	2731476	0	2024	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1205:16685:48574	Y	2732684	2732725	0	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1216:13254:94452	Y	2735102	2735199	0	4813	98	25	98M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2111:13485:86090	Y	2736605	2736639	0	2046	35	37	35M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:17999:81450c	Y	2736605	2736641	0	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1115:5888:54389	Y	2737574	2737620	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10014:65888c	Y	2738566	2738628	0	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2116:2590:84724	Y	2738566	2738637	0	4260	71	37	63M1D8M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:9601:99801c	Y	2738701	2738766	0	3960	66	37	66M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1112:7485:21268c	Y	2738701	2738767	0	4020	67	37	67M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:8579:12529	Y	2738701	2738768	0	4071	68	37	68M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:10012:25496c	Y	2738701	2738769	0	4140	69	37	69M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1208:20580:76485c	Y	2738701	2738770	0	4200	70	37	70M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1215:4895:76125c	Y	2739881	2739943	0	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:9636:42543c	Y	2739881	2739944	0	3840	64	37	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:11897:13526c	Y	2739881	2739945	0	3900	65	37	65M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1110:5703:93488	Y	2740230	2740269	0	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12833:24121c	Y	2740230	2740271	0	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2211:17923:100661	Y	2747981	2748027	0	2790	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:15174:23598	Y	2747981	2748030	0	3000	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2201:9698:47229	Y	2749860	2749918	0	3540	59	37	59M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:11119:7568	Y	2752038	2752088	0	3060	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12608:77147c	Y	2756108	2756161	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1212:14127:53808	Y	2756803	2756852	0	3000	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2216:4778:72721	Y	2766177	2766224	0	2880	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10809:32728c	Y	2774338	2774406	0	4140	69	37	69M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:12957:43232	Y	2775879	2775923	0	2685	45	25	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14669:6123c	Y	2780847	2780909	0	3780	63	37	63M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:15250:86487c	Y	2780849	2780909	0	3660	61	37	61M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2115:16820:99685c	Y	2781587	2781624	0	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10917:12308c	Y	2782985	2783037	0	3180	53	37	53M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11213:19896c	Y	2794648	2794717	0	4200	70	37	70M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11385:14545c	Y	2794648	2794718	0	4260	71	37	71M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12465:23138c	Y	2798759	2798800	0	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:17760:99194c	Y	2799692	2799751	0	3600	60	37	60M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:16507:56401	Y	2799698	2799751	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2102:1653:16239	Y	2806331	2806462	0	5614	132	37	132M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:18612:90127	Y	2808600	2808641	0	2520	42	25	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:7897:24374c	Y	2808799	2808843	0	2700	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2201:9489:17914	Y	2808959	2809005	0	2820	47	25	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2207:2272:70363	Y	2816977	2817053	0	4461	77	37	77M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:16961:18296	Y	2817901	2817950	0	3000	50	25	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2107:1851:10330	Y	2817901	2817954	0	3230	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2116:1461:41615	Y	2826110	2826176	0	4020	67	37	67M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2113:7672:57293	Y	2828001	2828067	0	3931	67	37	67M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12499:4685c	Y	2832717	2832757	0	2460	41	37	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1202:10168:56708c	Y	2833142	2833187	0	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1104:10468:25784c	Y	2834070	2834113	0	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2205:19583:52240	Y	2835496	2835551	0	3359	56	37	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1111:1427:93538c	Y	2835496	2835552	0	3420	57	37	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1205:15343:61306	Y	2837629	2837730	0	4991	102	37	102M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:19765:36776	Y	2837870	2837924	0	3300	55	37	55M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2113:1701:42050	Y	2844822	2844875	0	3234	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12811:43528c	Y	2844827	2844866	0	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14091:24501c	Y	2844827	2844875	0	2940	49	37	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:12636:15613	Y	2846242	2846289	0	2834	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:4250:28270	Y	2847621	2847670	0	2823	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:3630:42850	Y	2848472	2848506	0	2100	35	37	35M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2102:15757:43759	Y	2849923	2849984	0	3720	62	37	62M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1201:17464:52874	Y	2855932	2855982	0	3060	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2212:9065:23289c	Y	2855932	2855995	0	3600	64	25	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:18795:6949	Y	2855932	2856000	0	4020	67	37	59M1D1M1D7M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:1916:12069c	Y	2856047	2856082	0	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:5282:72173c	Y	2860424	2860474	0	3060	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:20594:11364c	Y	2860424	2860475	0	3120	52	37	52M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1108:11883:30270c	Y	2860424	2860476	0	3180	53	37	53M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1106:13238:10020	Y	2863979	2864021	0	2580	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2216:7803:59232	Y	2872590	2872634	0	2700	45	37	45M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12801:89034c	Y	2873659	2873712	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:19090:59026c	Y	2875264	2875318	0	3300	55	37	55M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:16237:40936	Y	2875663	2875700	0	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10924:87861c	Y	2875764	2875819	0	3360	56	25	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2113:9304:70075	Y	2877007	2877044	0	2214	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10151:79429c	Y	2879935	2879986	0	3120	52	37	52M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1111:8881:63471c	Y	2879937	2879986	0	3000	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:20496:82528	Y	2879937	2879988	0	2883	52	37	52M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10233:79054c	Y	2883661	2883707	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10726:39642c	Y	2890619	2890658	0	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1209:18222:8006c	Y	2891638	2891684	0	2820	47	25	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:15348:68316c	Y	2892841	2892950	0	6600	110	37	110M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:17600:39787c	Y	2904851	2904899	0	2940	49	37	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2202:5983:39045	Y	2904858	2904899	0	2520	42	37	42M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2111:14701:31103	Y	2905057	2905095	0	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10183:4219c	Y	2905057	2905096	0	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:12641:9967	Y	2906167	2906214	0	2880	48	37	48M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1215:6700:15435	Y	2911592	2911638	0	2811	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2110:15233:72969	Y	2912030	2912079	0	2996	50	37	50M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2112:16239:58341	Y	3074504	3074590	0	4086	87	37	87M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:17017:23256c	Y	3160719	3160757	0	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:7056:33808c	Y	3162098	3162135	0	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2204:16326:22221	Y	3163267	3163315	0	2940	49	37	49M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1103:3184:99467c	Y	3407671	3407706	0	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2214:2779:27798	Y	3712991	3713046	0	3300	55	37	48M1D7M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:13494:77710	Y	3712991	3713054	0	3836	64	37	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:7295:38024c	Y	3713872	3713915	0	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:15257:89799c	Y	3715133	3715168	0	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:12961:13877	Y	3717241	3717284	0	2640	44	37	44M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1201:9763:39793c	Y	3719164	3719229	0	3960	66	37	66M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10986:87239c	Y	3719166	3719229	0	3840	64	37	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1209:20041:15000c	Y	3719646	3719721	0	4512	76	37	76M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2108:10533:61556	Y	4062791	4062841	0	3060	51	37	51M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:20745:57074	Y	4114500	4114553	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:9481:50252	Y	4114641	4114698	0	3480	58	37	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1208:3791:69936	Y	4351844	4351918	0	4500	75	37	75M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1109:19451:9430c	Y	4521386	4521439	0	3240	54	37	54M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:2620:90283c	Y	4521386	4521441	0	3360	56	37	56M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:4642:16591	Y	4582233	4582289	0	3420	57	37	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:10298:67292c	Y	6425474	6425511	0	2280	38	37	38M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:14082:77144c	Y	6426825	6426901	0	4620	77	37	77M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1107:19378:85225c	Y	6458042	6458080	0	2340	39	37	39M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2202:16044:64248	Y	6592989	6593056	0	4080	68	37	68M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1213:20598:35160	Y	6593885	6593978	0	4838	94	37	94M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2202:14384:39695	Y	6620205	6620270	0	3960	66	25	66M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1105:3036:55816	Y	6620205	6620273	0	4200	70	37	63M1I6M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13249:14940c	Y	6626247	6626310	0	3840	64	37	64M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:2209:85384	Y	6626890	6626926	0	2216	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1211:6155:17223	Y	6628901	6628983	0	4649	83	37	83M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1109:10295:31815	Y	6628901	6628986	0	4368	86	37	86M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1109:7984:73283	Y	6631100	6631140	0	2460	41	25	41M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2111:13496:83539	Y	6631100	6631193	0	4657	94	37	94M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1115:13717:70489c	Y	6631100	6631194	0	5689	95	37	95M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13143:99749c	Y	6631100	6631195	0	5760	96	37	96M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11352:58443c	Y	6631100	6631196	0	5820	97	37	97M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13430:86047c	Y	6631100	6631197	0	5880	98	37	98M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12371:26044c	Y	6631100	6631198	0	5940	99	37	99M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1116:5243:3652	Y	6631100	6631200	0	4983	101	37	101M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:3891:86305c	Y	6633322	6633361	0	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:19222:59227c	Y	6633572	6633628	0	3420	57	37	57M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2206:17352:19560	Y	6636077	6636134	0	3444	58	37	58M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:3721:65046c	Y	6643603	6643637	0	2100	35	37	35M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:11048:78658c	Y	6651076	6651130	0	3300	55	37	55M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:13148:81446c	Y	6652001	6652046	0	2760	46	37	46M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2106:4477:43643	Y	6652718	6652754	0	2220	37	37	37M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:12747:48224c	Y	6655784	6655830	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2214:14523:20954	Y	6658820	6658859	0	2400	40	37	40M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2205:6689:49895	Y	6658954	6658996	0	2580	43	37	43M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1101:2581:53507	Y	6662050	6662096	0	2820	47	37	47M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1210:3166:61904	Y	6662222	6662316	0	4877	95	37	95M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:1102:5825:57455c	Y	6669364	6669399	0	2160	36	37	36M	start_equal
D00829_0064_AHNVL5BCXY_R_PEdi_F5281_F5282:2:2103:5146:7980	Y	6672698	6672733	0	2160	36	37	36M	start_equal
